cartodb_id,the_geom,pop2000,fips,county,state,in_per_capita,in_pop,transport,nonroad,unknown,aircraft,cement,onroad,electricityprod,residential,industrial,commercial,total_per_capita,total
527,,9504,13287,Turner County,GA,1.854980655,9.159468042,5.840434546,0.297137455,0.127776064,0.050832096,0,5.364688931,0,0.170991854,0.325778216,0.054369987,6.391574603,60745.52502
528,,10590,13289,Twiggs County,GA,1.902787861,9.267665439,4.582473959,0.100786399,0,0,0,4.481687559,0,0.234451641,1.864367159,0.023267037,6.704559795,71001.28823
529,,17289,13291,Union County,GA,1.131478532,9.75782574,2.566372626,0.206974465,0.095747283,0.03809044,0,2.225560437,0,0.279788084,0.184376253,0.069699949,3.100236913,53599.99599
530,,27597,13293,Upson County,GA,1.815754881,10.22546235,1.896194065,0.096736312,0.222954289,0.088696178,0,1.487807285,2.624273425,0.319284104,1.236372715,0.069589402,6.14571371,169603.2613
531,,61053,13295,Walker County,GA,1.057372197,11.01949762,1.460788724,0.092039863,0.028730863,0.011429791,0,1.328588208,0,0.197222432,1.136045699,0.084739276,2.878796132,175759.1402
532,,60687,13297,Walton County,GA,1.270645375,11.01348479,2.042133592,0.198403321,0.053361546,0.021228412,0,1.769140314,0.947169394,0.168604055,0.351801179,0.05344317,3.563151391,216236.9684
533,,35483,13299,Ware County,GA,1.148159066,10.47680899,2.28913811,0.151808399,0.134392897,0.053464534,0,1.94947228,0,0.172096681,0.567832074,0.123317369,3.152384234,111856.0498
534,,6336,13301,Warren County,GA,1.86609188,8.754002933,4.989039834,0.199022494,0,0,0,4.790017339,0,0.27356711,1.16241487,0.037967029,6.462988842,40949.49731
535,,21176,13303,Washington County,GA,1.897038085,9.960623744,2.271850791,0.122268969,0.131913729,0.05247825,0,1.965189843,0.197084431,0.251828595,3.870583817,0.074773056,6.66612069,141161.7717
536,,26565,13305,Wayne County,GA,1.374768496,10.18734984,2.155211296,0.137502167,0.05079297,0.020206548,0,1.946709611,0,0.141314669,1.569950769,0.087684478,3.954161211,105042.2926
537,,2390,13307,Webster County,GA,1.787482326,7.779048645,5.051472641,0.504297235,0,0,0,4.547175407,0,0.235380416,0.663040164,0.024498722,5.974391943,14278.79674
538,,6179,13309,Wheeler County,GA,1.259570752,8.728911725,3.266374475,0.157553614,0.218371134,0.086872785,0,2.803576942,0,0.157355703,0.013962373,0.086215982,3.523908533,21774.23083
539,,19944,13311,White County,GA,0.89403608,9.900683625,1.889890174,0.177718293,0,0,0,1.712171881,0,0.183502684,0.293246213,0.078338819,2.444977889,48762.63902
540,,83525,13313,Whitfield County,GA,2.156715093,11.33290127,2.70227434,0.160353225,0.090375373,0.035953347,0,2.415592396,0,0.129824974,5.665192698,0.145408502,8.642700514,721881.5604
541,,8577,13315,Wilcox County,GA,0.868180237,9.056839481,2.035837676,0.296436567,0,0,0,1.739401109,0,0.161849322,0.163050693,0.0218335,2.382571191,20435.31311
542,,10687,13317,Wilkes County,GA,1.47676364,9.276783329,2.58443133,0.200446763,0.138082606,0.054932255,0,2.190969706,0,0.335017559,1.390945185,0.068357434,4.378751507,46795.71736
543,,10220,13319,Wilkinson County,GA,2.606336558,9.232101864,3.103946066,0.213561134,0,0,0,2.890384932,0,0.242559083,10.17384533,0.028972175,13.54932266,138474.0776
544,,21967,13321,Worth County,GA,1.075427063,9.997296606,2.658559702,0.228284673,0.036854789,0.014661636,0,2.378758604,0,0.163479584,0.072153172,0.037052001,2.931244459,64390.64703
545,,148677,15001,Hawaii County,HI,1.615451108,11.90953145,3.590698627,0.138883938,1.384354053,0.24575869,0,1.821701946,1.237722207,0.079941382,0.088153282,0.033641057,5.030156556,747868.5863
546,,876156,15003,Honolulu County,HI,1.195138277,13.68329944,1.551484832,0.089202981,0.515258197,0.091471672,0,0.855551982,1.389037199,0.017311465,0.307492398,0.038688714,3.304014608,2894832.223
547,,147,15005,Kalawao County,HI,3.676298975,4.990432587,39.49993297,0.023810842,33.0181711,5.861580419,0,0.596370603,0,0,0,0,39.49993297,5806.490146
548,,58463,15007,Kauai County,HI,1.561215661,10.97614935,3.945193361,0.21449586,2.185870547,0.388048622,0,1.156778331,0.646766742,0.094412353,0.037228818,0.041008601,4.764609875,278553.3871
549,,128094,15009,Maui County,HI,1.760061419,11.76051965,3.508796453,0.121865323,2.03042766,0.360453484,0,0.996049986,1.897583878,0.039386347,0.155996444,0.211031275,5.812794397,744584.0855
550,,300904,16001,Ada County,ID,1.164839849,12.61454656,1.710106526,0.198932564,0.213346294,0.084873931,0,1.212953738,0,0.415942035,0.793636611,0.28572432,3.205409493,964520.538
551,,3476,16003,Adams County,ID,1.64455801,8.153637486,4.161353799,0.374583029,0.962370021,0.382852403,0,2.441548345,0,0.236855067,0.535293076,0.245218517,5.178720459,18001.23232
552,,75565,16005,Bannock County,ID,3.158498304,11.23274849,1.022485515,0.138742555,0,0,0.495103042,0.88374296,0,0.444030239,21.37443686,0.199170965,23.53522662,1778439.4
553,,6411,16007,Bear Lake County,ID,2.029994165,8.765770544,3.910460996,1.020529017,0.320669966,0.12756958,0,2.441692433,0,0.540334382,2.989732844,0.173513706,7.614041929,48813.6228
554,,9171,16009,Benewah County,ID,1.479013713,9.123801611,3.483179662,0.584889205,0.326624923,0.129938611,0,2.441726923,0,0.117416259,0.540375195,0.247643996,4.388615112,40247.98919
555,,41735,16011,Bingham County,ID,1.8392367,10.63909538,3.149347633,0.31644507,0.279777156,0.111301611,0,2.441823796,0,0.35500638,2.628858464,0.158521468,6.291733945,262585.5162
556,,18991,16013,Blaine County,ID,1.811855762,9.851720462,4.553766578,0.627282712,1.062142123,0.422544007,0,2.441797735,0,0.299131864,0.694000524,0.574898531,6.121797496,116259.0563
557,,6670,16015,Boise County,ID,1.267446904,8.805375139,2.866249797,0.424544285,0,0,0,2.441705512,0,0.163062708,0.357676225,0.164784231,3.551772961,23690.32565
558,,36835,16017,Bonner County,ID,1.549582113,10.51420376,3.179609018,0.273020233,0.332492226,0.132272881,0,2.441823677,0,0.176116064,1.060393659,0.293382989,4.70950173,173474.4962
559,,82522,16019,Bonneville County,ID,0.943051032,11.3208202,1.295447408,0.181136248,0.164303205,0.065363494,0,0.884644461,0,0.348741287,0.643808345,0.27980689,2.56780393,211900.3159
560,,9871,16021,Boundary County,ID,2.449755221,9.197356444,4.124081608,0.420048169,0.903048307,0.359252757,0,2.441732374,0,0.18320002,6.999117558,0.279111296,11.58551048,114360.574
561,,2899,16023,Butte County,ID,1.799301604,7.972121129,4.281112052,0.588292018,0.895225267,0.356141,0,2.441453767,0,0.783739414,0.790474168,0.190098253,6.045423888,17525.68385
562,,991,16025,Camas County,ID,1.705749115,6.898714534,4.692115548,2.251380966,0,0,0,2.440734582,0,0.232895443,0.397178788,0.183318601,5.505508381,5455.958805
563,,131441,16027,Canyon County,ID,1.17118128,11.78631336,1.779466659,0.193310132,0.440194394,0.175119185,0,0.970842948,0,0.304146193,0.898252319,0.243935792,3.225800963,424002.5044
564,,7304,16029,Caribou County,ID,1.719426935,8.896177422,3.249565449,0.80786159,0,0,0,2.441703859,0,0.589386039,0.248993638,1.493383957,5.581329083,40766.02763
565,,21416,16031,Cassia County,ID,1.484291969,9.971893585,3.534674649,0.510332955,0.416748587,0.165791957,0,2.44180115,0,0.359866446,0.283524538,0.233774953,4.411840586,94483.97799
566,,1022,16033,Clark County,ID,3.537042526,6.929516771,11.16723,8.72645778,0,0,0,2.440772222,0,0.732731206,22.34103756,0.124135996,34.36513477,35121.16773
567,,8930,16035,Clearwater County,ID,1.478321348,9.097171674,3.503360519,0.522737024,0.385522547,0.153369483,0,2.441731465,0,0.115169867,0.528018019,0.239029237,4.385577641,39163.20834
568,,4342,16037,Custer County,ID,1.844654405,8.37609035,5.447396496,0.926925633,1.487234129,0.59165511,0,2.441581625,0,0.348003136,0.276484152,0.254029423,6.325913207,27467.11514
569,,29130,16039,Elmore County,ID,1.433509991,10.27952385,2.922971217,0.213437442,0.191527457,0.076193897,0,2.441812421,0.331969039,0.371245756,0.452788658,0.114417487,4.193392158,122153.5136
570,,11329,16041,Franklin County,ID,1.361610264,9.335121089,2.89931893,0.323141,0.096165338,0.03825664,0,2.441755952,0,0.612190232,0.213380249,0.177582845,3.902472256,44211.10818
571,,11819,16043,Fremont County,ID,1.412628964,9.377463685,3.093175544,0.651419419,0,0,0,2.441756125,0,0.37953865,0.435950524,0.198072971,4.106737689,48537.53275
572,,15181,16045,Gem County,ID,1.233422666,9.627799925,2.558076445,0.116301464,0,0,0,2.44177498,0,0.335212566,0.384740342,0.154929974,3.432959326,52115.75553
573,,14155,16047,Gooding County,ID,1.388041366,9.557823198,3.206508866,0.292881422,0.337561692,0.134289643,0,2.441776109,0,0.382499342,0.22878812,0.189197799,4.006994127,56719.00187
574,,15511,16049,Idaho County,ID,1.494430295,9.649304729,3.542398226,0.4913976,0.435836678,0.173385571,0,2.441778378,0,0.13028321,0.538896868,0.245218468,4.456796772,69129.37473
575,,19155,16051,Jefferson County,ID,1.323878313,9.860319057,2.889843965,0.448038715,0,0,0,2.441805249,0,0.427414026,0.283157843,0.157551892,3.757967726,71983.87179
576,,18342,16053,Jerome County,ID,1.393118043,9.816948791,3.256995641,0.305830032,0.364411364,0.144971027,0,2.441783218,0,0.334232684,0.238803569,0.197356173,4.027388067,73870.35192
577,,108685,16055,Kootenai County,ID,1.417219117,11.59620907,1.40636494,0.194042438,0.234418286,0.093256852,0,0.884647364,1.109748531,0.219522128,1.095868525,0.294127448,4.125631573,448394.2675
578,,34935,16057,Latah County,ID,1.297840013,10.46124447,2.706839861,0.265019142,0,0,0,2.441820719,0,0.252230067,0.471333144,0.230976518,3.661379589,127910.2959
579,,7806,16059,Lemhi County,ID,1.744585288,8.962647948,4.243533327,0.48241518,0.943895119,0.37550271,0,2.441720318,0,0.427537313,0.723289458,0.329167267,5.723527366,44677.85462
580,,3747,16061,Lewis County,ID,1.801431146,8.228710799,5.037587428,1.312437836,0.918267205,0.365307363,0,2.441575024,0,0.200528915,0.56376435,0.256430897,6.05831159,22700.49353
581,,4044,16063,Lincoln County,ID,1.298545699,8.30498958,2.940550776,0.498974988,0,0,0,2.441575788,0,0.356682043,0.200718201,0.166013263,3.663964283,14817.07156
582,,27467,16065,Madison County,ID,1.479512026,10.22074056,3.290134786,0.264047865,0.417992291,0.166286753,0,2.441807877,0,0.243518195,0.690205211,0.166944367,4.390802559,120602.1739
583,,20174,16067,Minidoka County,ID,1.266769309,9.912149926,2.815704775,0.373908404,0,0,0,2.441796371,0,0.29951234,0.281959839,0.152190158,3.549367112,71604.93212
584,,37410,16069,Nez Perce County,ID,1.664450131,10.52969333,3.29030562,0.266893453,0.416067097,0.165520805,0,2.441824265,0,0.47117562,1.259603412,0.261682967,5.282767619,197628.3366
585,,4125,16071,Oneida County,ID,1.526705822,8.324821299,3.367172449,0.925573168,0,0,0,2.441599281,0,0.92922516,0.169497219,0.137093927,4.602988755,18987.32861
586,,10644,16073,Owyhee County,ID,1.376180368,9.272751632,3.163407041,0.434425968,0.20549186,0.081749279,0,2.441739934,0,0.411365721,0.265219725,0.119755437,3.959747923,42147.5569
587,,20578,16075,Payette County,ID,1.267079328,9.931977823,2.608008542,0.166215393,0,0,0,2.441793148,0,0.42818963,0.356645815,0.157623667,3.550467654,73061.52338
588,,7538,16077,Power County,ID,2.064512806,8.927712174,6.120605535,1.026717418,1.897362259,0.754813076,0,2.441712782,0,0.405826671,1.204081096,0.150943858,7.88145716,59410.42407
589,,13771,16079,Shoshone County,ID,1.424805345,9.530320211,2.948007528,0.217116415,0.206832036,0.08228235,0,2.441776727,0,0.511730369,0.479061161,0.218249516,4.157048575,57246.71593
590,,5999,16081,Teton County,ID,1.765513693,8.699348068,4.505157512,0.769276026,0.925878316,0.368334998,0,2.441668172,0,0.257900956,0.742305681,0.339209753,5.844573902,35061.59884
591,,64284,16083,Twin Falls County,ID,1.042260137,11.07106605,1.502345661,0.21516018,0.287979705,0.114564801,0,0.884640975,0,0.442243814,0.595878813,0.295150377,2.835618664,182284.9102
592,,7651,16085,Valley County,ID,2.091943462,8.942591637,6.29046844,0.751560823,2.215727782,0.881466171,0,2.441713664,0,0.166965758,1.12823222,0.514976751,8.10064317,61978.02089
593,,9977,16087,Washington County,ID,1.45813539,9.208037723,3.332839864,0.309278575,0.416230744,0.165585923,0,2.441744622,0,0.409516167,0.382681585,0.172900458,4.297938075,42880.52818
594,,68277,17001,Adams County,IL,1.270078217,11.13132824,1.577003412,0.281127887,0.140870827,0.056041593,0,1.098963106,0.021038069,0.581803947,1.029928683,0.351356982,3.561131094,243143.3477
595,,9590,17003,Alexander County,IL,1.52604621,9.168476168,2.800846446,0.483789152,0.316402724,0.125872083,0,1.874782487,0,0.521114274,1.165467525,0.112525324,4.599953569,44113.55473
596,,17633,17005,Bond County,IL,1.450977363,9.777527425,3.382476854,0.376370534,0.40497972,0.161109922,0,2.440016678,0,0.52306327,0.263182297,0.098560741,4.267283162,75245.004
597,,41786,17007,Boone County,IL,1.471630622,10.64031663,2.988511284,0.328894712,0.595741855,0.236999444,0,1.826875272,0,0.567858423,0.700984729,0.098978449,4.356332884,182033.7259
598,,6950,17009,Brown County,IL,0.880318609,8.846496939,1.880031163,0.427561436,0.161728973,0.06433937,0,1.226401384,0,0.434514976,0.055352063,0.041769762,2.411667964,16761.09235
599,,35503,17011,Bureau County,IL,1.430915915,10.47737248,2.732221239,0.508213604,0,0,0,2.224007635,0.01825319,0.676052046,0.337826457,0.418175345,4.182528277,148492.3014
600,,5084,17013,Calhoun County,IL,1.0592452,8.533853632,2.206980523,1.062075476,0,0,0,1.144905047,0,0.546798736,0.064478573,0.065935346,2.884193178,14663.23812
601,,16674,17015,Carroll County,IL,1.331856926,9.721605899,2.692528277,1.207609161,0.089881584,0.035756957,0,1.359280575,0,0.65080851,0.302210764,0.142523479,3.788071029,63162.29634
602,,13695,17017,Cass County,IL,1.264203604,9.524786082,1.945246129,0.559277888,0.082074944,0.032651232,0,1.271242064,0,0.607560367,0.871244644,0.116221016,3.540272156,48484.02718
603,,179669,17019,Champaign County,IL,1.2936,12.09887155,2.141001615,0.20963375,0.377337513,0.150113299,0,1.403917053,0.225979148,0.551456964,0.457782907,0.269667524,3.645888157,655053.0793
604,,35372,17021,Christian County,IL,3.902444037,10.47367583,1.986237199,0.438811109,0.151865368,0.060415422,0,1.3351453,46.32903907,0.608823189,0.428340919,0.170897833,49.52333821,1751739.519
605,,17008,17023,Clark County,IL,1.670289918,9.741439101,4.080921746,0.552319068,0.185521141,0.07380442,0,3.269277117,0,0.631158976,0.505640479,0.095986912,5.313708112,90375.54757
606,,14560,17025,Clay County,IL,1.443308387,9.586033322,2.579230117,0.586634915,0.257398844,0.102399024,0,1.632797334,0.02124791,0.611624119,0.884785256,0.137795235,4.234682637,61656.97919
607,,35535,17027,Clinton County,IL,1.230592415,10.47827341,1.980637575,0.401952938,0,0,0,1.578684637,0.04189123,0.528923886,0.589551458,0.282252776,3.423256926,121645.4349
608,,53196,17029,Coles County,IL,1.26344995,10.88173848,2.076048489,0.21211868,0.263930252,0.10499732,0,1.495002237,2.59578e-05,0.510904723,0.557018939,0.393606912,3.537605021,188186.4367
609,,5376741,17031,Cook County,IL,1.14950213,15.49759299,1.640880678,0.091079265,0.458041172,0.182219024,0,0.909541217,0.217904265,0.604658462,0.373728685,0.319448841,3.15662093,16972333.18
610,,20452,17033,Crawford County,IL,2.914579177,9.925835956,2.140569608,0.393265734,0.335725993,0.133559254,0,1.278018627,8.203276878,0.60584854,7.371671744,0.119683587,18.44105036,377156.3619
611,,11253,17035,Cumberland County,IL,1.666578028,9.328390039,4.461114319,0.482237921,0,0,0,3.978876397,0,0.572677161,0.187037908,0.073191389,5.294020777,59573.6158
612,,88969,17037,DeKalb County,IL,1.124725364,11.39604327,1.973818959,0.249200131,0.367102361,0.146041535,0,1.211474931,0,0.538148913,0.373979152,0.193424003,3.079371027,273968.5609
613,,16798,17039,De Witt County,IL,1.168908212,9.729015111,2.240182418,0.492548146,0,0,0,1.747634272,0.000741439,0.650390428,0.217111257,0.110051282,3.218476824,54063.97369
614,,19922,17041,Douglas County,IL,2.35947035,9.899579928,2.802041179,0.446167619,0.175605997,0.06985995,0,2.110407613,5.581929022,0.585280154,1.455987915,0.160105173,10.58534344,210881.2121
615,,904161,17043,DuPage County,IL,1.147608411,13.71476272,1.652444839,0.152423418,0.106066294,0.042195545,0,1.351759583,0.041064063,0.599904538,0.462490703,0.39474469,3.150648835,2848693.801
616,,19704,17045,Edgar County,IL,1.220397277,9.88857694,2.157983029,0.614420281,0.137915418,0.054865797,0,1.350781533,0,0.62730527,0.49587438,0.107370972,3.388533652,66767.66707
617,,6971,17047,Edwards County,IL,1.460856573,8.849513965,2.161681392,0.597841572,0,0,0,1.563839821,0,0.585374856,1.488888506,0.073704723,4.309649478,30042.56651
618,,34264,17049,Effingham County,IL,1.651192964,10.44185052,3.70860999,0.360542278,0.367989293,0.146394412,0,2.833684008,0,0.531690643,0.662403093,0.310491548,5.213195275,178624.9229
619,,21802,17051,Fayette County,IL,1.59160917,9.989756988,3.604120849,0.568491838,0.154666961,0.061529945,0,2.819432105,0.130581527,0.583651936,0.480378392,0.112913544,4.911646248,107083.7115
620,,14241,17053,Ford County,IL,1.412016371,9.563880407,2.571295045,0.697771477,0.10523738,0.041865845,0,1.726420342,0.402955439,0.639906035,0.308412332,0.18165385,4.1042227,58448.23548
621,,39018,17055,Franklin County,IL,1.171378803,10.57177836,2.318975984,0.233874309,0.084107774,0.033459932,0,1.967533968,0,0.497943445,0.21125055,0.198268219,3.226438197,125889.1656
622,,38250,17057,Fulton County,IL,2.87334449,10.55189884,1.843935558,0.335062854,0.186111449,0.074039336,0,1.248721919,15.03279623,0.62260299,0.069550854,0.127218141,17.69610378,676875.9695
623,,6445,17059,Gallatin County,IL,1.242618397,8.771059915,2.731736102,0.791325373,0,0,0,1.940410729,0,0.632821494,0.054724199,0.045391695,3.46467349,22329.82064
624,,14761,17061,Greene County,IL,0.968516492,9.599743847,1.842233967,0.619630488,0,0,0,1.22260348,0,0.607222736,0.095330272,0.089246975,2.63403395,38880.97514
625,,37535,17063,Grundy County,IL,2.983243881,10.53302911,3.479112581,0.342121628,0.468173601,0.186249896,0,2.482567455,11.42436386,0.598128823,4.028964444,0.221215572,19.75178528,741383.2605
626,,8621,17065,Hamilton County,IL,1.066999597,9.061956366,2.197134273,0.712414975,0,0,0,1.484719299,0,0.597884148,0.052853571,0.058773304,2.906645296,25058.1891
627,,20121,17067,Hancock County,IL,1.237287957,9.909519325,2.30840159,0.737416795,0.037241825,0.014815653,0,1.518927317,0,0.550984024,0.485602339,0.101266438,3.44625439,69342.08459
628,,4800,17069,Hardin County,IL,1.051697966,8.476371197,1.628551151,0.226765814,0,0,0,1.401785337,0,0.57972696,0.559144316,0.095085007,2.862507433,13740.03568
629,,8213,17071,Henderson County,IL,1.338665749,9.013473544,3.03989735,0.90356809,0,0,0,2.13632926,0,0.670293611,0.006507936,0.097252442,3.81395134,31323.98235
630,,51020,17073,Henry County,IL,1.570129198,10.83997299,2.512284865,0.331676786,0.142625155,0.056739459,0,1.981243465,0,0.664385446,1.473475368,0.157123564,4.807269243,245266.8768
631,,31334,17075,Iroquois County,IL,1.383134597,10.35245905,3.07404429,0.730805983,0,0,0,2.343238307,0,0.612146796,0.188209274,0.112980529,3.98738089,124940.5928
632,,59612,17077,Jackson County,IL,1.732625952,10.99561218,2.448830737,0.169031427,0.775066297,0.308338684,0,1.196394329,2.219834161,0.390906171,0.277464688,0.318449706,5.655485462,337134.7994
633,,10117,17079,Jasper County,IL,5.310438447,9.221972456,2.755650632,0.835106797,0,0,0,1.920543835,198.7974732,0.603957966,0.171910982,0.109974962,202.4389678,2048075.037
634,,40045,17081,Jefferson County,IL,1.437558166,10.5977591,3.116295133,0.285903087,0.197035209,0.078385023,0,2.554971814,0,0.491328547,0.364854765,0.23792371,4.210402153,168605.5542
635,,21668,17083,Jersey County,IL,0.839808811,9.983591797,1.681600759,0.3040803,0,0,0,1.377520459,0,0.518925247,0.02729197,0.088106179,2.315924154,50181.44457
636,,22289,17085,Jo Daviess County,IL,1.34540017,10.01184856,2.259841924,0.756001126,0.033619398,0.013374568,0,1.456846831,0,0.64543966,0.803598952,0.13084224,3.839722775,85583.58094
637,,12878,17087,Johnson County,IL,1.26430857,9.463275708,2.964036248,0.198080408,0,0,0,2.76595584,0,0.306064993,0.025454967,0.245087575,3.540643783,45596.41064
638,,404119,17089,Kane County,IL,1.105091882,12.90946467,1.608367851,0.221455874,0.126407983,0.050287922,0,1.210216072,0.030006015,0.571612323,0.565822585,0.243693118,3.019501893,1220238.085
639,,103833,17091,Kankakee County,IL,1.292204854,11.55053912,1.858642857,0.224880805,0.245250721,0.0975662,0,1.290945132,0.034408668,0.58787451,0.929068696,0.230810424,3.640805155,378035.7217
640,,54544,17093,Kendall County,IL,1.754758078,10.90676299,1.957602968,0.396806238,0,0,0,1.56079673,2.134260685,0.587272048,0.962387093,0.140525973,5.782048767,315376.0679
641,,55836,17095,Knox County,IL,1.188859509,10.9301741,1.888031112,0.259199301,0.120921548,0.048105293,0,1.45980497,0.000199984,0.635995421,0.402814078,0.356293863,3.283334457,183328.2628
642,,644356,17097,Lake County,IL,1.623631675,13.37600665,1.576374036,0.165663719,0.081567163,0.032449245,0,1.296693909,1.880405459,0.563166665,0.77595906,0.275569642,5.071474862,3267835.256
643,,111509,17099,LaSalle County,IL,1.676071608,11.62186058,2.266647573,0.259575539,0.16457195,0.065470403,1.484945453,1.77702968,0.019460825,0.658762398,0.676355787,0.238347274,5.34451931,595962.0037
644,,15452,17101,Lawrence County,IL,1.702908048,9.645493724,4.460547867,0.449254782,1.722195836,0.685127913,0,1.603969335,0,0.647179912,0.291843183,0.090318101,5.489889062,84829.76579
645,,36062,17103,Lee County,IL,2.033340513,10.49299496,3.639615002,0.559876809,0.50876002,0.202396117,2.474506364,2.368582056,0.283919389,0.57675481,0.417919546,0.24684873,7.639563841,275497.9512
646,,39678,17105,Livingston County,IL,1.894614955,10.58855216,3.006091152,0.575052708,0.119683769,0.047612849,0,2.263741826,0.699871746,0.590624314,2.188325357,0.165074801,6.64998737,263858.1989
647,,31183,17107,Logan County,IL,1.421051438,10.34762835,3.012584677,0.410543849,0.110084202,0.043793955,0,2.448162671,0.000651543,0.557204435,0.29826602,0.272765979,4.141472654,129143.5418
648,,32913,17109,McDonough County,IL,1.081890436,10.401623,1.817087948,0.320154559,0.231919178,0.092262618,0,1.172751593,0.000548046,0.557818706,0.401944339,0.172852507,2.950251545,97101.62911
649,,260077,17111,McHenry County,IL,1.022212608,12.46873302,1.56413691,0.226841875,0.141816334,0.056417718,0,1.139060984,0.002884559,0.584397102,0.446102685,0.181816294,2.779337551,722841.7722
650,,150433,17113,McLean County,IL,1.321038417,11.92127308,2.335527834,0.254897277,0.196884657,0.078325123,0,1.805420777,0.038951763,0.606430273,0.38135537,0.385045388,3.747310627,563719.1795
651,,114706,17115,Macon County,IL,1.561179774,11.65012761,1.779372508,0.181208871,0.237332507,0.094416187,0,1.266414943,0.071477953,0.631835278,2.213873045,0.067880106,4.764438891,546509.7274
652,,49019,17117,Macoupin County,IL,0.944377746,10.79996326,1.747306504,0.312163352,0.028875384,0.011487272,0,1.394780495,0,0.614671515,0.110825567,0.098409349,2.571212934,126038.2868
653,,258941,17119,Madison County,IL,2.498124748,12.46435552,1.91718917,0.154467149,0.159256917,0.063355969,0,1.540109135,2.320458236,0.58304784,6.294379113,1.044595757,12.15967012,3148637.14
654,,41691,17121,Marion County,IL,1.445782872,10.63804056,2.790342833,0.239404685,0.618049406,0.245873852,0,1.687014891,0.187997688,0.613043429,0.496824258,0.156966061,4.24517427,176985.5605
655,,13180,17123,Marshall County,IL,1.683289857,9.486455808,3.767648285,0.592820557,0.631111086,0.251070221,0,2.292646422,0,0.625786532,0.899891998,0.089910135,5.38323695,70951.063
656,,16038,17125,Mason County,IL,3.874830169,9.682716185,2.024501347,0.753150099,0.023361616,0.009293732,0,1.2386959,45.30174431,0.625467553,0.130654764,0.092148103,48.17451608,772622.8888
657,,15161,17127,Massac County,IL,5.102743869,9.62648162,2.974895922,0.250864433,0.375447572,0.149361441,8.837941919,2.199222476,150.7561713,0.592412441,1.219106658,0.092051664,164.4725799,2493568.784
658,,12486,17129,Menard County,IL,0.809007648,9.432363296,1.56791006,0.420372121,0,0,0,1.147537939,0,0.603252486,0.007413105,0.067102727,2.245678377,28039.54021
659,,16957,17131,Mercer County,IL,0.984242549,9.738436007,1.868620043,0.538311026,0.088381526,0.035160199,0,1.206767292,0,0.638571363,0.104656343,0.063936593,2.675784341,45373.27508
660,,27619,17133,Monroe County,IL,1.101984766,10.22625922,2.299334397,0.310562599,0.162788858,0.064761015,0,1.761221926,0.000279898,0.49461798,0.061390254,0.154511982,3.010134512,83136.90508
661,,30652,17135,Montgomery County,IL,3.930792954,10.33045319,3.195861599,0.429064476,0.175395698,0.069776316,0,2.521625109,46.51279868,0.580380129,0.43892805,0.219392108,50.94736057,1561638.496
662,,36616,17137,Morgan County,IL,2.692850577,10.50824058,1.954914493,0.312244409,0.140046245,0.055713481,0,1.446910358,11.16953225,0.562251691,0.649048888,0.437982284,14.77372961,540954.8834
663,,14287,17139,Moultrie County,IL,1.190958583,9.567105312,2.21489621,0.567017124,0,0,0,1.647879087,0.001781325,0.577015268,0.388619666,0.107921188,3.290233658,47007.56827
664,,51032,17141,Ogle County,IL,1.353555876,10.84020817,2.472754057,0.445090097,0.080760845,0.0321285,0,1.914774615,0.01525738,0.583860276,0.631796214,0.167498545,3.871166473,197553.3674
665,,183433,17143,Peoria County,IL,2.360192232,12.11960476,1.931396188,0.158375662,0.313379509,0.124669365,0,1.334971652,5.55891474,0.598737975,2.174833826,0.329104833,10.59298756,1943103.488
666,,23094,17145,Perry County,IL,1.332808594,10.04732812,1.819016194,0.324940449,0.129790227,0.051633454,0,1.312652064,0.973391283,0.495706497,0.405599624,0.097964131,3.791677729,87565.00548
667,,16365,17147,Piatt County,IL,1.577531522,9.702900187,2.976217768,0.563502364,0.13736806,0.054648166,0,2.220699177,0,0.648807399,1.110894559,0.107066514,4.84298624,79255.46982
668,,17384,17149,Pike County,IL,1.516923301,9.763305522,3.211523772,0.72718089,0.161773152,0.06435695,0,2.25821278,0,0.575835788,0.661819504,0.109000388,4.558179452,79239.3916
669,,4413,17151,Pope County,IL,0.942230288,8.392310009,2.034626369,0.372723785,0,0,0,1.661902584,0,0.472116083,0.01211187,0.046842962,2.565697285,11322.42212
670,,7348,17153,Pulaski County,IL,1.305362427,8.902183446,2.992950845,0.43868426,0,0,0,2.554266584,0,0.485665281,0.098805588,0.11160414,3.689025854,27106.96197
671,,6086,17155,Putnam County,IL,4.572267479,8.71374633,2.174052997,0.67435164,0,0,0,1.499701357,92.92328975,0.643982358,0.938690675,0.083254133,96.76326992,588901.2607
672,,33893,17157,Randolph County,IL,4.592916189,10.43096378,1.727605522,0.332499112,0.155103736,0.061703695,0,1.178298979,95.51592798,0.477964479,0.7039343,0.356645481,98.78207776,3348020.962
673,,16149,17159,Richland County,IL,1.198288356,9.689613407,2.143037702,0.458755951,0.178332787,0.070944801,0,1.435004163,0,0.634336929,0.331846805,0.20521749,3.314438926,53524.87422
674,,149374,17161,Rock Island County,IL,1.41755508,11.91420851,1.777439971,0.127650191,0.263255208,0.104728804,0,1.281805769,0.694021963,0.686561447,0.712898918,0.256095569,4.127017868,616469.167
675,,256082,17163,St. Clair County,IL,1.164712287,12.45325298,2.227340543,0.116670129,0.447868238,0.17817199,0,1.484630186,0.001083806,0.547150794,0.211324016,0.218101471,3.205000631,820742.9716
